"Season","Team","G","AB","PA","AVG","ISO","WAR","Spd","Def"
"2011","Braves","2322","5528","6169",".243",".144","14.8","3.7","18.3"
"1980","White Sox","1910","5442","5999",".259",".111","6.1","4.0","-31.8"
"1965","Cardinals","2084","5579","6204",".254",".117","17.5","4.8","70.9"
"1971","Mets","2023","5477","6178",".249",".101","20.1","4.0","35.8"
"1990","Cardinals","2201","5462","6127",".256",".102","20.4","5.4","72.6"
"1970","White Sox","2104","5508","6126",".253",".109","2.8","3.5","-34.7"
"1982","Athletics","1833","5448","6154",".236",".131","12.7","5.4","-17.6"
"1918","Phillies","1315","4192","4677",".244",".069","7.0","4.4","4.3"
"1966","Giants","2140","5539","6083",".248",".144","21.5","3.3","54.7"
"1917","Yankees","1648","5136","5858",".239",".070","13.4","4.9","12.2"
"1969","Dodgers","1985","5528","6162",".254",".105","24.2","4.5","56.5"
"1976","Braves","2029","5339","6100",".245",".089","-0.5","3.8","-67.9"
"1942","Athletics","1690","5285","5823",".249",".076","2.2","3.7","-12.8"
"1952","Senators","1771","5357","6046",".239",".086","7.2","3.9","9.8"
"1971","Expos","2116","5335","6098",".246",".097","16.3","3.6","36.5"
"1977","Blue Jays","1668","5419","6058",".252",".113","1.9","3.9","-54.2"
"1989","Indians","1720","5463","6111",".245",".120","9.7","3.8","-22.5"
"2014","Yankees","2288","5497","6082",".245",".135","16.6","4.7","-6.7"
"1968","Red Sox","1948","5303","6036",".236",".116","20.3","3.5","54.8"
"2014","Rangers","2264","5460","6026",".256",".119","11.3","4.4","-24.5"
"1976","Dodgers","1999","5457","6108",".251",".099","25.3","4.7","91.2"
"2015","Twins","2311","5467","6017",".247",".152","10.8","4.8","-18.7"
"1920","Athletics","1685","5262","5828",".252",".085","-10.3","4.0","-40.6"
"2009","Giants","2304","5493","6057",".257",".132","16.5","4.7","88.9"
"1957","Senators","1996","5231","5895",".244",".119","0.4","3.1","-68.6"
"1951","Reds","1881","5282","5772",".248",".103","2.4","3.4","25.6"
"1975","Expos","2224","5518","6272",".244",".104","10.9","4.2","39.4"
"1957","Athletics","2007","5170","5655",".244",".150","7.6","3.6","21.5"
"1975","Tigers","1537","5331","5808",".250",".116","-0.5","3.9","-76.1"
"2004","Diamondbacks","2295","5544","6114",".253",".140","-0.4","3.9","2.3"
"2015","Angels","2459","5417","5990",".246",".150","17.8","3.6","0.5"
"1969","Expos","2088","5419","6073",".240",".119","9.1","3.4","-20.4"
"2013","Royals","2236","5549","6093",".260",".119","22.8","5.1","68.2"
"2014","Rays","2352","5516","6205",".247",".120","18.1","3.6","-15.1"
"1919","Athletics","1504","4730","5234",".244",".089","-2.6","5.3","-56.0"
"1984","Braves","2075","5420","6103",".247",".115","13.1","4.5","38.5"
"1917","Senators","1703","5142","5864",".241",".063","15.3","5.5","11.5"
"1967","Astros","2020","5501","6172",".249",".115","17.7","4.5","-47.5"
"1969","Pilots","2266","5440","6200",".235",".112","5.4","4.9","-50.4"
"2014","Red Sox","2283","5551","6226",".244",".124","16.5","3.7","32.9"
"1956","Orioles","1988","5090","5788",".244",".106","6.0","3.2","-9.9"
"1992","Astros","2329","5477","6160",".246",".113","20.9","4.9","38.6"
"2011","Nationals","2341","5441","6090",".242",".140","14.9","4.3","25.4"
"1973","Angels","1898","5505","6153",".253",".094","9.8","3.7","-64.0"
"2013","Cubs","2294","5498","6079",".238",".154","19.2","3.6","75.3"
"1960","Cubs","2121","5311","5960",".243",".125","11.3","4.2","29.7"
"1927","Robins","1698","5192","5751",".253",".089","3.5","5.3","25.5"
"1931","Braves","1778","5294","5807",".258",".083","7.8","4.1","48.4"
"1946","Reds","1816","5286","5928",".239",".088","15.6","3.9","86.9"
"1916","Cubs","1789","5178","5777",".239",".086","13.7","4.9","15.7"
"2016","Braves","1999","5514","6192",".255",".130","10.0","4.1","11.9"
"2010","Padres","2352","5434","6148",".246",".125","23.0","4.7","80.8"
"1917","Browns","1790","5090","5692",".246",".070","13.6","5.4","-6.3"
"1983","Rangers","1719","5610","6162",".255",".112","13.5","4.5","26.0"
"1963","Braves","2092","5513","6206",".244",".127","28.8","4.3","75.3"
"1987","Astros","2212","5485","6149",".253",".120","11.9","5.0","13.1"
"1918","Braves","1250","4152","4681",".243",".064","9.5","5.2","-11.7"
"1966","Red Sox","2101","5498","6175",".240",".137","15.9","3.7","54.1"
"1976","Giants","2148","5452","6123",".246",".099","6.9","4.3","-33.8"
"1919","Pirates","1406","4538","5049",".249",".076","16.0","6.3","50.4"
"1986","Dodgers","2288","5471","6101",".251",".119","11.4","4.3","-29.0"
"1988","Expos","2224","5573","6170",".251",".121","23.5","5.4","77.6"
"1978","Blue Jays","1721","5430","6015",".250",".108","3.7","3.3","-36.2"
"1963","Phillies","2146","5524","6092",".252",".129","27.4","4.3","56.8"
"2015","Brewers","2377","5480","6024",".251",".142","11.1","4.7","9.9"
"2012","Pirates","2360","5412","6014",".243",".152","15.5","4.3","27.5"
"1963","Indians","2083","5496","6136",".239",".142","12.9","3.8","16.8"
"1979","Blue Jays","1669","5423","6010",".251",".112","2.9","3.9","-6.6"
"1963","Reds","1965","5416","6040",".246",".125","20.1","4.5","22.1"
"1998","Pirates","2162","5493","6113",".254",".121","5.6","5.4","24.9"
"1952","Braves","1822","5221","5828",".233",".111","7.5","3.8","-1.4"
"1975","Braves","2033","5416","6085",".244",".102","-2.3","3.6","-52.3"
"1938","Phillies","1752","5191","5712",".254",".079","-0.6","3.6","-20.4"
"1976","Brewers","1740","5396","6057",".246",".095","10.0","3.7","-25.2"
"1984","Expos","2183","5439","6042",".251",".111","23.6","4.7","78.0"
"1992","Cubs","2242","5590","6156",".254",".110","14.4","4.1","42.0"
"1919","Cardinals","1575","4587","5051",".256",".070","14.7","5.2","38.9"
"1966","Astros","1998","5503","6162",".255",".111","13.2","4.1","-45.4"
"1965","White Sox","2165","5500","6206",".246",".118","27.7","3.9","92.5"
"1985","Expos","2217","5429","6053",".247",".128","19.0","5.4","42.2"
"1985","Braves","2256","5526","6208",".246",".117","8.9","3.8","9.8"
"1980","Cubs","2359","5619","6218",".251",".114","3.0","4.0","-21.4"
"1988","Reds","2127","5426","6063",".246",".122","24.8","5.1","93.4"
"1978","Padres","2160","5360","6081",".252",".096","16.7","4.9","-3.4"
"1956","Cubs","1895","5257","5849",".244",".138","9.8","4.2","69.3"
"1954","Orioles","1857","5206","5837",".251",".086","6.7","3.5","-0.8"
"2013","Phillies","2310","5456","6014",".248",".135","6.8","4.2","-32.8"
"1975","Angels","1782","5377","6142",".246",".082","7.1","5.3","-73.9"
"1981","Mets","1511","3493","3886",".248",".108","8.6","5.1","-10.5"
"1941","Phillies","1888","5233","5796",".244",".087","3.3","3.9","-19.4"
"2014","Cubs","2358","5508","6102",".239",".146","16.9","4.1","31.7"
"1971","Royals","1962","5295","5914",".250",".103","15.4","5.0","32.7"
"1947","Senators","1739","5112","5717",".241",".080","2.5","3.9","-4.7"
"1956","Giants","2027","5189","5708",".244",".138","9.3","4.1","53.3"
"1918","Athletics","1326","4278","4771",".243",".065","8.0","4.7","18.7"
"1978","Mets","2074","5433","6132",".245",".107","14.7","4.3","12.6"
"1971","Reds","2121","5409","5968",".241",".124","23.8","3.8","87.0"
"1991","Padres","2160","5401","6048",".244",".118","20.3","4.5","99.7"
"2013","Padres","2359","5517","6122",".245",".133","18.4","4.6","29.5"
"1957","Orioles","2026","5260","5961",".252",".101","19.7","4.0","82.2"
"1984","Cardinals","2221","5433","6091",".252",".099","19.9","5.6","51.5"
"1938","Bees","1683","5247","5772",".250",".084","12.8","4.0","69.3"
"2016","Athletics","1912","5500","6022",".246",".149","4.1","3.6","-74.5"
"1968","Cubs","1960","5456","6018",".242",".124","20.8","3.8","19.0"
"1986","White Sox","1819","5406","6030",".247",".116","10.4","4.5","46.4"
"2012","Dodgers","2356","5438","6091",".252",".122","15.8","4.2","43.2"
"1984","Pirates","2030","5525","6104",".255",".108","17.1","4.1","66.3"
"2003","Mets","2361","5342","6008",".247",".128","5.1","3.9","10.6"
"1972","Tigers","1982","5092","5714",".237",".120","17.0","2.9","37.2"
"1970","Angels","2159","5528","6110",".251",".112","21.4","4.4","96.1"
"1980","Padres","2265","5540","6255",".255",".087","20.9","5.4","39.6"
"1964","White Sox","2073","5477","6229",".247",".106","26.5","4.3","136.2"
"2015","Marlins","2297","5463","5988",".260",".124","16.9","4.8","48.0"
"2011","Athletics","2229","5452","6104",".244",".125","8.4","4.7","-35.8"
"1969","Mets","2023","5427","6102",".242",".109","20.7","4.2","88.4"
"1988","White Sox","1703","5447","6037",".244",".127","9.6","4.4","-13.7"
"2011","Astros","2377","5598","6150",".258",".116","13.1","4.7","21.7"
"1954","Athletics","1841","5206","5823",".236",".107","-2.5","3.4","-21.7"
"1984","Reds","2249","5498","6201",".244",".112","8.4","4.8","-18.6"
"1978","Astros","2110","5458","6035",".258",".097","17.1","5.3","-6.9"
"1916","Athletics","1617","5010","5602",".242",".071","4.1","5.1","-43.4"
"1917","Robins","1650","5251","5776",".247",".074","13.3","5.5","5.3"
"1982","Rangers","1697","5445","6021",".249",".110","3.7","3.5","-48.0"
"2013","Yankees","2253","5449","6044",".242",".133","11.9","4.8","-0.2"
"1983","Reds","2134","5333","6059",".239",".118","13.6","4.9","62.0"
"1991","Indians","1720","5470","6070",".254",".096","4.7","3.7","-32.8"
"1964","Reds","1929","5557","6147",".249",".123","19.3","4.7","58.8"
"1945","Athletics","1717","5296","5862",".245",".071","6.1","2.8","29.6"
"1959","Phillies","1946","5106","5732",".242",".120","5.3","3.6","8.8"
"1981","Padres","1490","3748","4176",".257",".090","9.5","4.7","-2.8"
"1933","Braves","1671","5243","5728",".252",".094","16.3","3.9","65.2"
"1944","White Sox","1648","5292","5819",".247",".074","8.9","4.4","36.4"
"1988","Orioles","1706","5358","5979",".238",".121","7.1","3.4","-40.4"
"1989","Pirates","2211","5539","6261",".241",".118","21.8","5.3","63.4"
"1917","Cubs","1749","5131","5771",".240",".074","8.0","5.4","-25.6"
"2012","Marlins","2269","5437","6057",".244",".138","11.0","5.2","8.9"
"1990","Yankees","1821","5483","6037",".241",".125","10.1","4.3","11.2"
"1968","Orioles","2012","5275","6022",".225",".127","30.3","4.1","105.9"
"1972","White Sox","2019","5083","5721",".238",".108","10.1","4.3","-35.1"
"2010","Pirates","2327","5386","5974",".242",".131","3.7","4.2","-30.8"
"1955","Pirates","1909","5173","5790",".244",".117","-2.8","3.8","-17.1"
"1965","Athletics","2201","5393","6058",".240",".118","10.6","5.1","-6.6"
"1980","Mets","2141","5478","6130",".257",".088","9.8","4.8","-1.6"
"1980","Mariners","1822","5489","6142",".248",".108","1.7","4.4","-26.5"
"1967","Phillies","2063","5401","6096",".242",".116","16.6","4.4","-3.1"
"1966","Dodgers","2050","5471","6066",".256",".106","22.1","4.1","23.3"
"2015","White Sox","2265","5533","6070",".250",".130","3.4","4.0","-58.0"
"1924","Braves","1696","5271","5755",".256",".070","-1.2","4.3","-7.3"
"1972","Twins","2010","5234","5848",".244",".100","22.5","3.5","91.6"
"1916","Pirates","1737","5179","5766",".241",".075","11.8","6.0","-21.3"
"1991","Expos","2200","5411","6035",".246",".112","16.5","5.3","43.9"
"2014","Diamondbacks","2274","5552","6089",".248",".127","10.3","4.9","26.4"
"1976","Padres","2129","5369","6050",".247",".090","18.3","4.4","47.5"
"1981","Braves","1490","3628","4040",".243",".106","7.8","4.7","19.1"
"2013","White Sox","2279","5563","6077",".249",".129","4.1","4.1","-43.1"
"1942","Reds","1655","5258","5858",".231",".090","13.5","3.8","61.7"
"2014","Mariners","2333","5450","5977",".244",".132","15.9","4.5","-9.5"
"1965","Orioles","2032","5450","6138",".238",".124","24.7","4.3","108.6"
"2014","Mets","2294","5472","6145",".239",".126","17.8","4.3","36.9"
"2011","Pirates","2444","5421","6064",".244",".123","9.8","4.7","7.8"
"1958","Senators","2003","5156","5763",".240",".116","0.9","3.1","-34.1"
"1916","Cardinals","1784","5030","5514",".243",".075","10.1","5.9","-20.4"
"1973","Mets","1956","5453","6160",".246",".092","12.4","3.0","31.3"
"1961","Phillies","2090","5213","5870",".243",".114","5.0","4.4","22.4"
"1979","Mets","2158","5591","6231",".250",".100","9.2","4.6","2.7"
"1963","Pirates","2064","5532","6106",".250",".109","20.6","4.0","30.4"
"1963","Athletics","2004","5495","6172",".247",".107","6.5","3.9","20.6"
"1966","Yankees","1986","5330","5936",".235",".139","17.6","3.9","36.3"
"1992","Dodgers","2296","5368","6038",".248",".090","6.1","4.4","-65.0"
"2015","Phillies","2321","5529","6053",".249",".133","9.9","4.7","-1.7"
"1962","Colt .45's","2114","5558","6198",".246",".104","2.6","3.7","-49.3"
"1993","Marlins","2128","5475","6127",".248",".099","6.7","4.3","13.1"
"1978","Athletics","2132","5321","5914",".245",".106","3.1","4.2","-64.3"
"1967","Reds","1985","5519","6012",".248",".124","11.9","4.7","13.0"
"1978","Cardinals","2056","5415","5966",".249",".109","10.9","4.7","17.3"
"1952","Pirates","1926","5193","5775",".231",".100","-1.4","3.3","4.9"
"1916","Braves","1724","5075","5760",".233",".074","20.7","5.8","49.5"
"2015","Padres","2396","5457","6019",".243",".142","12.6","4.7","-0.7"
"1969","Yankees","1919","5307","5989",".235",".109","16.1","4.5","79.7"
"1965","Cubs","2157","5513","6177",".237",".121","10.3","3.8","9.9"
"1991","Phillies","2187","5495","6105",".242",".117","12.3","4.5","19.0"
"1969","Indians","2162","5365","6014",".237",".108","2.1","3.8","-17.9"
"1970","Royals","2026","5503","6128",".244",".104","8.6","4.5","32.5"
"2013","Astros","2266","5457","6020",".240",".136","1.0","4.1","-76.2"
"1988","Phillies","2127","5404","6055",".239",".116","9.2","4.5","-22.3"
"1982","Padres","2081","5575","6160",".257",".101","23.8","5.5","94.2"
"1990","Astros","2277","5378","6074",".242",".103","10.5","4.7","-7.0"
"1988","Padres","2010","5365","6031",".247",".104","21.3","4.6","69.4"
"1992","Mets","2308","5340","6061",".235",".107","9.6","4.4","-11.0"
"1992","Giants","2280","5456","6070",".244",".111","15.5","4.5","39.6"
"2016","Padres","2005","5419","6000",".235",".155","11.1","5.0","3.4"
"1918","Robins","1260","4212","4578",".250",".065","5.8","5.4","-2.5"
"2002","Tigers","2096","5406","5920",".248",".132","-1.0","4.1","-68.1"
"1969","Royals","2082","5462","6122",".240",".098","7.2","4.4","18.0"
"1974","Mets","2041","5468","6226",".235",".094","6.1","3.2","-35.8"
"1983","Mariners","1789","5336","5907",".240",".120","-0.2","4.5","-54.4"
"1987","Dodgers","2284","5517","6114",".252",".119","7.5","4.3","-3.1"
"1970","Phillies","2137","5456","6099",".238",".118","-1.4","4.5","-40.5"
"2012","Cubs","2341","5411","5967",".240",".138","11.7","4.6","64.6"
"1975","Padres","2155","5429","6154",".244",".091","8.1","3.7","-10.0"
"1982","Reds","2169","5479","6100",".251",".099","6.0","4.3","-21.9"
"2013","Mets","2378","5559","6207",".237",".129","19.1","4.6","40.3"
"1991","Astros","2277","5504","6147",".244",".102","15.5","4.7","40.0"
"1958","Orioles","2068","5103","5712",".241",".109","10.0","2.8","17.9"
"1963","Dodgers","2006","5427","6044",".251",".106","22.4","4.5","7.2"
"1968","Giants","1983","5441","6132",".239",".101","23.6","3.6","8.3"
"1977","Athletics","2009","5358","6021",".240",".112","5.6","5.0","-40.3"
"1963","Angels","2115","5506","6127",".250",".103","15.7","3.8","54.1"
"2014","Braves","2252","5468","6064",".241",".119","15.6","4.0","61.7"
"1977","Mets","2141","5410","6071",".244",".102","8.5","3.9","30.3"
"2016","Phillies","1997","5434","5992",".240",".144","10.9","4.6","51.0"
"1972","Phillies","2051","5248","5862",".236",".108","9.5","3.3","18.9"
"2015","Braves","2340","5420","6034",".251",".108","12.1","3.7","40.8"
"2012","Astros","2421","5407","6014",".236",".135","4.9","4.3","4.2"
"1959","Orioles","2092","5208","5883",".238",".107","10.5","3.0","44.8"
"1968","Twins","2142","5373","5974",".237",".112","15.8","4.5","21.2"
"2011","Twins","2269","5487","6020",".247",".113","3.3","4.2","-29.4"
"2003","Tigers","2278","5466","6071",".240",".135","-1.2","4.3","-59.2"
"1968","Athletics","2075","5403","6023",".240",".103","23.8","4.9","43.3"
"1983","Padres","2122","5527","6163",".250",".100","16.7","5.1","63.8"
"2011","Giants","2370","5486","6091",".242",".126","15.6","3.7","46.0"
"1965","Senators","2232","5373","6077",".228",".122","8.0","3.5","-13.7"
"2010","Astros","2358","5452","6005",".247",".115","5.6","4.3","23.7"
"2014","Phillies","2282","5603","6198",".242",".121","13.1","4.7","21.0"
"1965","Yankees","2115","5465","6075",".235",".129","12.1","3.5","6.6"
"1984","Dodgers","2197","5380","6022",".244",".105","12.0","3.9","10.4"
"1943","Braves","1646","5188","5763",".233",".075","6.1","3.6","47.1"
"1979","Astros","2050","5394","6029",".256",".088","18.0","5.4","73.1"
"1989","Astros","2210","5516","6200",".239",".106","19.7","4.8","56.3"
"1979","Padres","2183","5446","6169",".242",".106","15.0","4.7","51.7"
"1967","Indians","2061","5461","6037",".235",".124","13.6","3.6","10.5"
"1971","Phillies","2061","5538","6171",".233",".117","11.4","3.7","40.5"
"1988","Astros","2150","5494","6127",".244",".107","15.4","5.2","2.0"
"1967","Angels","2126","5299","5894",".239",".111","21.4","3.6","69.3"
"1988","Dodgers","2228","5431","6045",".248",".104","20.0","4.6","50.2"
"2014","Reds","2213","5395","5978",".238",".127","16.0","4.4","82.4"
"1960","Phillies","2007","5169","5748",".239",".112","3.7","3.9","-3.1"
"1985","Pirates","2103","5436","6099",".247",".101","8.2","4.2","5.0"
"1982","Mets","2204","5507","6105",".247",".104","7.0","4.7","-33.1"
"2003","Dodgers","2292","5458","6036",".243",".125","10.2","3.9","84.4"
"1940","Phillies","1767","5136","5672",".239",".092","2.8","3.1","35.8"
"1972","Orioles","1862","5028","5676",".229",".110","24.8","4.0","109.9"
"1971","Indians","2188","5467","6061",".238",".104","5.2","3.3","12.1"
"1966","Cardinals","2013","5435","5915",".252",".117","20.1","5.5","86.5"
"1980","Giants","2088","5368","6047",".244",".098","8.8","4.4","-5.0"
"1981","Cubs","1502","3541","3978",".236",".104","-2.3","4.5","-50.8"
"1917","Pirates","1687","5167","5786",".238",".060","6.9","5.2","-15.4"
"1972","Mets","1876","5135","5883",".225",".107","7.3","3.2","-24.9"
"1973","Padres","2063","5457","5985",".244",".107","5.6","4.2","-20.1"
"1968","Pirates","2030","5568","6162",".252",".091","30.4","4.8","84.2"
"1963","Cubs","1931","5404","5987",".238",".125","15.5","3.9","50.9"
"1989","Braves","2165","5463","6079",".234",".115","8.8","3.7","46.6"
"1971","Astros","2034","5492","6105",".240",".100","13.3","4.8","30.8"
"1955","Orioles","2078","5253","5931",".240",".079","0.7","3.3","-35.9"
"1974","Padres","2274","5415","6120",".229",".101","0.8","3.9","-70.6"
"1968","Braves","1955","5545","6110",".252",".087","22.2","3.8","33.3"
"1968","Cardinals","1916","5557","6076",".249",".098","23.5","4.8","30.4"
"1979","Athletics","1684","5348","5971",".239",".108","-9.7","4.1","-137.5"
"1966","Angels","2203","5357","6034",".232",".122","15.4","4.5","35.6"
"1966","Indians","2045","5452","6015",".238",".123","11.1","3.2","23.5"
"1976","Expos","2236","5428","5996",".235",".105","3.3","4.1","7.5"
"1971","Brewers","2072","5177","5894",".229",".100","12.6","3.6","70.0"
"1933","Reds","1707","5156","5653",".246",".074","6.0","3.4","28.6"
"1989","Dodgers","2109","5465","6124",".240",".099","14.0","3.3","36.1"
"1988","Cardinals","2143","5518","6177",".249",".088","14.2","5.3","30.3"
"1976","Angels","1927","5385","6104",".235",".083","9.2","4.0","-18.2"
"1965","Dodgers","2014","5425","6107",".245",".091","25.6","4.9","100.0"
"2012","Mariners","2236","5494","6057",".234",".135","12.0","4.6","5.1"
"1971","Senators","2152","5290","5986",".230",".096","7.3","3.7","-1.8"
"1992","Angels","1783","5364","5917",".243",".094","1.8","4.4","-8.9"
"1964","Senators","2142","5396","6037",".231",".117","7.4","3.6","48.3"
"1964","Angels","2110","5358","5971",".242",".102","14.9","3.4","89.2"
"1982","Astros","2029","5434","6002",".247",".102","14.1","5.2","21.2"
"1965","Astros","1968","5479","6118",".237",".103","7.5","4.4","-31.7"
"1972","Brewers","1982","5124","5733",".235",".093","15.6","3.2","58.9"
"1985","Giants","2172","5415","6055",".233",".115","7.7","4.1","-6.3"
"2011","Padres","2355","5417","6074",".237",".112","17.1","5.4","50.0"
"1988","Braves","2119","5440","6013",".242",".105","1.5","4.0","-29.6"
"1983","Mets","2243","5444","6009",".241",".103","9.0","4.6","37.6"
"1966","Senators","2137","5318","5905",".234",".121","14.9","3.9","66.4"
"1963","Senators","2086","5441","6064",".227",".124","4.0","4.2","7.5"
"1972","Expos","2048","5156","5817",".234",".092","9.6","3.3","49.5"
"1943","Athletics","1687","5239","5793",".233",".065","-1.4","3.9","-16.0"
"1981","Twins","1187","3676","4026",".240",".098","-1.3","4.2","-33.3"
"1964","Mets","2126","5566","6045",".246",".102","8.2","3.4","-9.2"
"1964","Dodgers","2050","5499","6120",".250",".090","19.3","5.0","40.8"
"1942","Phillies","1826","5046","5543",".232",".074","1.1","3.4","2.3"
"1966","Mets","2152","5366","5946",".240",".103","6.0","3.9","-8.7"
"1971","Padres","2014","5352","5918",".233",".100","6.2","3.6","-14.0"
"1968","Phillies","1952","5365","5957",".233",".100","12.7","3.5","-28.9"
"1986","Cardinals","2118","5378","6122",".236",".090","19.0","6.0","141.0"
"1965","Angels","2120","5354","5956",".239",".102","15.2","4.4","63.7"
"1967","Dodgers","2093","5449","6103",".236",".096","13.3","3.7","-17.1"
"1968","Senators","2121","5400","5971",".224",".112","6.4","3.4","-59.5"
"2010","Mariners","2104","5409","5989",".236",".104","4.5","4.2","-12.3"
"1972","Angels","1879","5159","5633",".242",".089","15.2","3.5","33.4"
"1972","Indians","1981","5207","5769",".234",".095","11.2","2.9","79.0"
"1967","Athletics","2093","5343","5932",".233",".097","9.8","5.0","31.2"
"1981","Blue Jays","1179","3521","3887",".226",".104","-1.9","3.9","-6.5"
"2011","Mariners","2090","5421","5972",".233",".115","5.7","4.4","-14.2"
"2014","Padres","2362","5294","5905",".226",".115","8.5","4.3","37.2"
"1968","Indians","2151","5413","5983",".234",".094","14.9","4.6","64.9"
"1969","Angels","2128","5316","5980",".230",".089","6.8","3.5","57.3"
"1971","Angels","2055","5492","6076",".231",".098","10.4","3.6","50.8"
"1968","Yankees","1963","5310","5992",".214",".103","14.8","4.3","28.3"
"1972","Padres","1966","5207","5743",".227",".106","2.3","4.2","-41.6"
"1966","Athletics","2071","5328","5873",".236",".100","8.9","5.6","53.4"
"1968","Astros","1939","5334","5992",".231",".086","6.4","3.2","-73.3"
"1969","Padres","2243","5357","5891",".225",".105","3.2","3.4","-1.9"
"1967","Yankees","2048","5442","6117",".225",".092","9.0","3.4","7.7"
"1968","Angels","2187","5331","5942",".227",".091","15.0","3.6","54.6"
"1966","White Sox","2260","5343","6016",".231",".100","18.1","5.0","96.7"
"1967","Senators","2179","5440","6043",".223",".103","10.6","3.6","40.4"
"2013","Marlins","2244","5449","6021",".231",".104","-0.1","4.1","-1.5"
"1967","White Sox","2214","5315","5916",".226",".096","17.6","4.3","109.8"
"1968","Dodgers","2022","5354","5935",".230",".089","16.1","3.7","-0.7"
"1967","Mets","2160","5417","5928",".238",".087","4.3","3.3","-4.7"
"1968","Mets","1993","5503","6027",".228",".087","13.4","3.7","36.6"
"1968","White Sox","2252","5405","5965",".228",".083","9.8","4.0","60.8"
"1965","Mets","2316","5441","5976",".221",".106","-0.2","2.9","19.9"
"1963","Mets","2171","5336","5921",".219",".096","-4.6","3.4","-38.3"
"1972","Rangers","2068","5029","5680",".217",".073","1.4","4.0","1.0"
"1964","Colt .45's","1948","5303","5859",".229",".086","-0.9","3.5","-27.0"
"1963","Colt .45's","1995","5384","5983",".220",".081","-0.7","3.5","-38.0"
